GTA06,Latitude,Longitude
1287,43.91780707,-78.5839116
1288,43.90154969,-78.60969528
1289,43.90302873,-78.58953149
1290,43.93045854,-78.55818717
1291,43.9070114,-78.54936325
1292,43.91666331,-78.48114427
1293,44.16136846,-79.06633628
1294,44.16788649,-78.97941772
1295,44.09925774,-79.03885736
1296,44.10021376,-78.9772797
1297,44.0867227,-78.97393239
1298,44.11739563,-78.96288115
1299,44.10404616,-78.95601382
1300,44.09012913,-78.95288561
1301,44.12808195,-78.94695048
1302,44.10571674,-78.94422876
1303,44.09556889,-78.93985345
1304,44.15697268,-78.89031773
1305,44.15813726,-78.79985433
1306,44.04371177,-79.01575668
1307,44.05674678,-78.951512
1308,44.07117873,-78.90964114
1309,44.08047217,-78.84511926
1310,44.10740393,-78.76453206
1311,44.22559847,-79.22800898
1312,44.15353427,-79.25842957
1313,44.17056527,-79.17370663
1314,44.0692316,-79.22356489
1315,44.08397172,-79.16302655
1316,44.12536827,-79.12239606
1317,44.1124539,-79.13014535
1318,44.10066164,-79.12388965
1319,44.07922103,-79.10334767
1320,44.0077406,-79.18192636
1321,44.02776321,-79.09794421
1322,44.42720356,-79.19687533
1323,44.45457064,-79.14491086
1324,44.47169262,-79.10320351
1325,44.42733927,-79.15593923
1326,44.38739775,-79.14907359
1327,44.40879008,-79.07538646
1328,44.30867912,-79.12861534
1329,44.36575368,-79.06209817
1330,44.34980349,-79.03875879
1331,44.3093322,-79.03632727
1332,44.26375696,-79.06736897
1333,44.22236478,-79.09425459
1334,44.24256057,-79.00929917
2001,43.76052435,-79.63858133
2002,43.7583099,-79.62454994
2003,43.76752331,-79.6269726
2004,43.77807246,-79.64517845
2005,43.78078811,-79.63007585
2006,43.7955373,-79.6588858
2007,43.7964652,-79.64691901
2008,43.79947425,-79.63445763
2009,43.81308588,-79.66572738
2010,43.81431069,-79.64885684
2011,43.82023161,-79.63691497
2012,43.83057901,-79.67302692
2013,43.83259385,-79.65599426
2014,43.83502975,-79.64156436
2015,43.84844545,-79.68011783
2016,43.85185405,-79.65204984
2017,43.87062807,-79.67613141
2018,43.88133562,-79.62249352
2019,43.85781038,-79.6287957
2020,43.83407439,-79.62690579
2021,43.84209303,-79.61781798
2022,43.82155409,-79.61778381
2023,43.80025757,-79.61982293
2024,43.80717436,-79.61183622
2025,43.81052549,-79.5979383
2026,43.79849153,-79.59263499
2027,43.78892789,-79.60427554
2028,43.78533698,-79.61841138
2029,43.77680457,-79.61631172
2030,43.7808037,-79.59915051
2031,43.77017912,-79.61416193
2032,43.76124666,-79.61159434
2033,43.76296912,-79.59223625
2034,43.76771072,-79.60193091
2035,43.77486525,-79.60526403
2036,43.77681106,-79.59377043
2037,43.77144653,-79.5887401
2038,43.76660256,-79.57938582
2039,43.76881294,-79.57273101
2040,43.77715756,-79.57526431
2041,43.77946815,-79.5816804
2042,43.78735271,-79.58140162
2043,43.7982694,-79.58106142
2044,43.81275908,-79.58640449
2045,43.82796292,-79.59582366
2046,43.84371422,-79.60246317
2047,43.85123668,-79.59510455
2048,43.86421383,-79.60457362
2049,43.89021166,-79.58565062
2050,43.89380304,-79.56577972
2051,43.86983747,-79.57982232
2052,43.85594305,-79.58043379
2053,43.84910422,-79.5730485
2054,43.8317543,-79.57802522
2055,43.83419147,-79.56509781
2056,43.81279744,-79.57362517
2057,43.81609843,-79.56090599
2058,43.79678067,-79.56956204
2059,43.78756657,-79.56625375
2060,43.79976839,-79.55703913
2061,43.79122754,-79.55330442
2062,43.78146711,-79.5637657
2063,43.78468612,-79.5507639
2064,43.77551284,-79.55684823
2065,43.77044525,-79.55641541
2066,43.77347805,-79.54029009
2067,43.77896485,-79.54076422
2068,43.78630606,-79.54241117
2069,43.79211892,-79.54379006
2070,43.80124212,-79.54595378
2071,43.81812866,-79.54960281
2072,43.83668373,-79.55284038
2073,43.85489327,-79.55666098
2074,43.87341609,-79.56102566
2075,43.89614629,-79.55385676
2076,43.90048326,-79.53537105
2077,43.87587442,-79.54908401
2078,43.85740544,-79.54464402
2079,43.84231706,-79.54144822
2080,43.83301384,-79.53994665
2081,43.82564542,-79.53873524
2082,43.81638817,-79.53715216
2083,43.80396101,-79.53438715
2084,43.79482949,-79.53222419
2085,43.78863623,-79.53116924
2086,43.78135424,-79.52921837
2087,43.77614141,-79.52820335
2088,43.78045988,-79.50805148
2089,43.78463483,-79.5148531
2090,43.78754547,-79.50215717
2091,43.79161975,-79.5170204
2092,43.79494945,-79.50426219
2093,43.79750485,-79.51870812
2094,43.80644329,-79.52190677
2095,43.80777976,-79.50894464
2096,43.82270885,-79.52592446
2097,43.82576735,-79.51378727
2098,43.84147384,-79.52737055
2099,43.84523968,-79.51562878
2100,43.85803161,-79.5341148
2101,43.86318527,-79.52330268
2102,43.87997685,-79.53086169
2103,43.90548116,-79.51084585
2104,43.8855551,-79.50645614
2105,43.86279671,-79.51179359
2106,43.86819763,-79.5003391
2107,43.84622509,-79.50584765
2108,43.85048883,-79.49373297
2109,43.82888052,-79.50148313
2110,43.83680821,-79.48821942
2111,43.8277539,-79.4894023
2112,43.8143735,-79.49776462
2113,43.80569839,-79.49486367
2114,43.81740348,-79.48554351
2115,43.80795295,-79.48504686
2116,43.79901551,-79.49081832
2117,43.79055821,-79.49103529
2118,43.78467425,-79.48987476
2119,43.78759546,-79.4776718
2120,43.79639783,-79.47898681
2121,43.7918633,-79.45834454
2122,43.79754107,-79.45945381
2123,43.80375429,-79.46566692
2124,43.80626585,-79.45299382
2125,43.81306131,-79.45385191
2126,43.80975093,-79.46780284
2127,43.81825873,-79.46548205
2128,43.82894561,-79.47322288
2129,43.84018881,-79.47542162
2130,43.83162577,-79.46062809
2131,43.84146554,-79.46325516
2132,43.85315748,-79.47831212
2133,43.85589074,-79.46616415
2134,43.86555941,-79.48306058
2135,43.87304199,-79.47710761
2136,43.88007614,-79.47002738
2137,43.89079962,-79.48177177
2138,43.91087934,-79.48674552
2139,43.79669574,-79.43759602
2140,43.8002142,-79.42550179
2141,43.80553434,-79.44156841
2142,43.808818,-79.42898778
2143,43.81678016,-79.43943523
2144,43.82489628,-79.4456985
2145,43.82727587,-79.43245521
2201,43.83448967,-79.45198881
2202,43.84468501,-79.45437331
2203,43.84211869,-79.44518123
2204,43.8350243,-79.43810909
2205,43.84618232,-79.43624408
2206,43.85339563,-79.44958336
2207,43.85586614,-79.4367924
2208,43.86191754,-79.45392628
2209,43.86463894,-79.44118183
2210,43.87087963,-79.45689635
2211,43.87357588,-79.44422262
2212,43.88018395,-79.45823724
2213,43.88306837,-79.44534116
2214,43.89040678,-79.46164691
2215,43.8930635,-79.44862521
2216,43.8999899,-79.46140069
2217,43.90255512,-79.44874381
2218,43.91080852,-79.46544953
2219,43.91486762,-79.45317844
2220,43.92386867,-79.47057541
2221,43.92658385,-79.45759885
2222,43.93476624,-79.47376225
2223,43.93769114,-79.46068023
2224,43.94454416,-79.474317
2225,43.94787552,-79.46058428
2226,43.95353402,-79.47641403
2227,43.95659321,-79.46364191
2228,43.95909099,-79.45237985
2229,43.96226144,-79.44131247
2230,43.94969494,-79.45083052
2231,43.95026048,-79.43904759
2232,43.94192209,-79.43602709
2233,43.9330554,-79.44291999
2234,43.92292913,-79.43743179
2235,43.91353767,-79.43690032
2236,43.90503701,-79.43665155
2237,43.8953138,-79.43766133
2238,43.90189939,-79.42523856
2239,43.89540438,-79.42959759
2240,43.88664039,-79.43742672
2241,43.87717267,-79.43386457
2242,43.88799035,-79.42649127
2243,43.87946937,-79.42291801
2244,43.86459723,-79.43098597
2245,43.86450599,-79.42001141
2246,43.85016986,-79.43058957
2247,43.85285374,-79.41793708
2248,43.84632656,-79.41962696
2249,43.84093137,-79.42802078
2250,43.84122365,-79.41571666
2251,43.84502551,-79.39896381
2252,43.85441981,-79.40178024
2253,43.84564602,-79.38627056
2254,43.85349054,-79.38943487
2255,43.86698309,-79.40422845
2256,43.87273358,-79.39441333
2257,43.88329542,-79.40664956
2258,43.89214368,-79.40365038
2259,43.90474099,-79.4099352
2260,43.92000049,-79.41037892
2261,43.92669723,-79.41830815
2262,43.94226119,-79.41861125
2263,43.94317526,-79.40778927
2264,43.96142899,-79.42077539
2265,43.96657492,-79.40052498
2266,43.94733852,-79.39798044
2267,43.92837051,-79.39625883
2268,43.90899658,-79.39222095
2269,43.89095473,-79.38779896
2270,43.87292038,-79.3833914
2271,43.8567968,-79.37936068
2272,43.84769362,-79.37721617
2351,43.80311488,-79.41541919
2352,43.80562137,-79.40452848
2353,43.81184087,-79.41753418
2354,43.81316888,-79.40744384
2355,43.81813712,-79.40719978
2356,43.82182853,-79.4147752
2357,43.82624978,-79.42229303
2358,43.82719897,-79.41362587
2359,43.83334886,-79.42391588
2360,43.82988835,-79.40872026
2361,43.83614739,-79.41330502
2362,43.82871138,-79.39653649
2363,43.82063463,-79.3915366
2364,43.80990928,-79.39211352
2365,43.8149932,-79.38048725
2366,43.81702444,-79.36609182
2367,43.8315094,-79.37854697
2368,43.83921917,-79.39387186
2369,43.84072187,-79.383769
2370,43.84189121,-79.37535161
2371,43.82085791,-79.35529257
2372,43.83370028,-79.36002149
2373,43.84430078,-79.36316476
2374,43.85148379,-79.36411374
2375,43.85985691,-79.36784568
2376,43.87561454,-79.37129797
2377,43.89365215,-79.37574198
2378,43.91355467,-79.38066788
2379,43.91767161,-79.36246837
2380,43.89486386,-79.36206246
2381,43.90086533,-79.3528126
2382,43.88561098,-79.35080671
2383,43.87644424,-79.35394149
2384,43.8635075,-79.35563207
2385,43.85453147,-79.35327334
2386,43.86604403,-79.34318114
2387,43.85854789,-79.34258139
2388,43.85558006,-79.34099138
2389,43.84661095,-79.35171641
2390,43.84861476,-79.33934338
2391,43.83593945,-79.34982825
2392,43.83819776,-79.33890546
2393,43.82632597,-79.34576714
2394,43.81956808,-79.34298051
2395,43.83127373,-79.33337116
2396,43.82220813,-79.33084718
2397,43.82582849,-79.32137604
2398,43.82876165,-79.31227301
2399,43.82843441,-79.3041663
2400,43.83787114,-79.32489384
2401,43.84075881,-79.3176481
2402,43.8420731,-79.30964652
2403,43.84738455,-79.32795412
2404,43.84938581,-79.31932812
2405,43.85326615,-79.32883074
2406,43.85489418,-79.31971588
2407,43.85613435,-79.30959317
2408,43.86352095,-79.32811901
2409,43.86723435,-79.31302619
2410,43.87381481,-79.32408264
2411,43.88446366,-79.33338114
2412,43.8875982,-79.32274009
2413,43.90393595,-79.33335774
2414,43.92388262,-79.33840247
2415,43.92950655,-79.3131699
2416,43.90960827,-79.30823731
2417,43.89616062,-79.30534177
2418,43.88726223,-79.30247834
2419,43.87720133,-79.29880601
2420,43.86827093,-79.2962677
2421,43.86869331,-79.28854023
2422,43.86217652,-79.29321497
2423,43.85601903,-79.29495606
2424,43.84991008,-79.29314877
2425,43.83543338,-79.29643396
2426,43.83895853,-79.28411755
2427,43.84216519,-79.27206203
2428,43.84380267,-79.25981733
2429,43.85585415,-79.2680378
2430,43.86474243,-79.27090235
2431,43.87310456,-79.2793168
2432,43.87483572,-79.26839986
2433,43.88311169,-79.27532716
2434,43.89308559,-79.27772489
2435,43.90226248,-79.27953238
2436,43.91575714,-79.2828184
2437,43.93559525,-79.28788184
2438,43.94177113,-79.26343767
2439,43.9219108,-79.25836834
2440,43.90751465,-79.25403737
2441,43.89826672,-79.25381861
2442,43.89078832,-79.25216513
2443,43.88487986,-79.24794288
2444,43.87902341,-79.2478741
2445,43.87291941,-79.245187
2446,43.86743176,-79.2542008
2447,43.86138095,-79.23685331
2448,43.85661943,-79.24449641
2449,43.84515786,-79.24273926
2450,43.85409707,-79.21302632
2451,43.86473154,-79.22164637
2452,43.86819126,-79.19086505
2453,43.8777554,-79.21811351
2454,43.88920302,-79.22980852
2455,43.89188365,-79.21436167
2456,43.89667793,-79.19837961
2457,43.9037487,-79.22888053
2458,43.91303396,-79.2157687
2459,43.92806587,-79.2256682
2460,43.94761434,-79.23223074
2551,43.9676677,-79.46974203
2552,43.97123023,-79.48036251
2553,43.9857037,-79.48383257
2554,43.99026173,-79.47133199
2555,44.00088081,-79.48504155
2556,44.01219405,-79.48812503
2557,44.00916396,-79.47424213
2558,44.0116102,-79.4667145
2559,44.0095451,-79.45902425
2560,44.01599906,-79.45288294
2561,43.99209386,-79.46168459
2562,43.99248798,-79.45315127
2563,43.99514729,-79.44540883
2564,43.97846873,-79.45005729
2565,43.96921298,-79.44791683
2566,43.97992826,-79.4250433
2567,43.99486056,-79.42362388
2568,44.00057513,-79.43204128
2569,44.01467724,-79.4358947
2570,44.02454528,-79.43095787
2571,44.02329596,-79.41512249
2572,44.00854867,-79.41188244
2573,43.99925557,-79.4080667
2574,43.98500002,-79.40385737
2601,44.02512502,-79.49101604
2602,44.02903875,-79.47803358
2603,44.03670379,-79.49349138
2604,44.03999314,-79.48059866
2605,44.04616121,-79.49452448
2606,44.04952445,-79.48184034
2607,44.05509658,-79.49729115
2608,44.06231539,-79.49760906
2609,44.05979607,-79.48455467
2610,44.06879266,-79.46863274
2611,44.06074215,-79.47209858
2612,44.05094444,-79.47607239
2613,44.05319434,-79.46491509
2614,44.04160334,-79.47352914
2615,44.04446779,-79.46286086
2616,44.03145252,-79.46770489
2617,44.03189708,-79.45595637
2618,44.03725376,-79.43791595
2619,44.05119483,-79.44080166
2620,44.05787164,-79.44795979
2621,44.06637352,-79.4524275
2622,44.07201669,-79.44154207
2623,44.07474971,-79.42754748
2624,44.05798688,-79.42409896
2625,44.04126882,-79.41992843
2651,43.91928526,-79.69902847
2652,43.97261156,-79.72021167
2653,43.99913559,-79.6886506
2654,44.0046344,-79.66440445
2655,43.95898517,-79.65346273
2656,43.90882501,-79.66686126
2657,43.89231139,-79.66284639
2658,43.89853583,-79.63190968
2659,43.91341206,-79.64255461
2660,43.91725263,-79.59533254
2661,43.9593442,-79.60784722
2662,44.00454486,-79.61961497
2663,44.03233103,-79.6138564
2664,44.06572138,-79.54732977
2665,44.12724178,-79.53474312
2666,44.01207936,-79.54342326
2667,43.96635636,-79.53231986
2668,43.92363051,-79.56051171
2669,43.93478446,-79.54348414
2670,43.91854628,-79.53927874
2671,43.94046598,-79.51890033
2672,43.92403566,-79.51478376
2673,43.92915554,-79.4914514
2674,43.94569767,-79.49527202
2701,43.95397679,-79.37408439
2702,44.00025917,-79.38243375
2703,44.04527755,-79.3950374
2704,44.06455623,-79.32770443
2705,44.00878588,-79.34091478
2706,43.96394004,-79.33169096
2707,43.96195543,-79.29543511
2708,43.9737972,-79.27334259
2709,43.95899769,-79.26961242
2710,43.96463674,-79.24276881
2711,43.98005191,-79.25103844
2712,43.97890916,-79.24015384
2713,43.96834247,-79.22497454
2714,43.98425668,-79.22936426
2715,43.99400904,-79.27007289
2716,44.01117383,-79.27734168
2717,44.02931429,-79.28286316
2718,44.04919915,-79.28986624
2751,44.06713041,-79.50204456
2752,44.06986297,-79.48897459
2753,44.08186469,-79.50369299
2754,44.095047,-79.50185483
2755,44.1136647,-79.50993673
2756,44.13247757,-79.51762676
2757,44.16668664,-79.49129341
2758,44.13918173,-79.49373619
2759,44.12123444,-79.48672478
2760,44.10130353,-79.48012423
2761,44.08615516,-79.47821875
2762,44.0768485,-79.47294586
2763,44.09034067,-79.45084239
2764,44.11036707,-79.4560033
2765,44.12666474,-79.46030397
2766,44.14494299,-79.46506979
2767,44.17786226,-79.44747685
2768,44.14920933,-79.44640241
2769,44.15211166,-79.4341704
2770,44.13097218,-79.44135514
2771,44.13417917,-79.42926927
2772,44.11330842,-79.43371735
2773,44.1175437,-79.42213845
2774,44.09603668,-79.43045484
2775,44.09570261,-79.41828045
2776,44.08374382,-79.42953551
2777,44.07879355,-79.41563094
2778,44.07707884,-79.39928146
2779,44.09637223,-79.38675588
2780,44.1586223,-79.40368889
2781,44.17271073,-79.34695452
2782,44.10852754,-79.32397915
2783,44.14016109,-79.30804288
2851,44.19642078,-79.5051816
2852,44.20101978,-79.48038888
2853,44.22081788,-79.47136077
2854,44.24159653,-79.47702479
2855,44.25664049,-79.48524274
2856,44.26212094,-79.46873227
2857,44.27535112,-79.49124924
2858,44.30815944,-79.47860727
2859,44.2446538,-79.46000152
2860,44.23162886,-79.45683604
2861,44.22116134,-79.45560306
2862,44.22712409,-79.43965755
2863,44.203397,-79.4625732
2864,44.20558835,-79.45042462
2865,44.211535,-79.43802998
2866,44.2481547,-79.42406774
2867,44.31097237,-79.43001846
2868,44.31612183,-79.37455309
2869,44.32116934,-79.34414385
2870,44.25308721,-79.37225992
2871,44.2645274,-79.32362556
2872,44.27455722,-79.2828457
2873,44.35723358,-79.29088254
2874,44.28427084,-79.24045573
2875,44.276174,-79.1877735
2876,44.31327325,-79.20429244
2877,44.34396028,-79.21768365
3001,43.85445547,-79.8103301
3002,43.88358911,-79.77864602
3003,43.91189107,-79.75116706
3004,43.71926564,-79.86479401
3005,43.74446162,-79.8511576
3006,43.73479323,-79.83946749
3007,43.74580696,-79.83056509
3008,43.75678328,-79.83228643
3009,43.76491544,-79.82872348
3010,43.75519831,-79.81944159
3011,43.74858957,-79.81343743
3012,43.77531675,-79.80657406
3013,43.76277793,-79.80381856
3014,43.79193759,-79.78496018
3015,43.82498687,-79.7702712
3016,43.85584265,-79.75701481
3017,43.83917618,-79.73004105
3100,43.93519618,-79.88534055
3101,43.89332866,-79.88197957
3102,43.79175088,-79.99857609
3103,43.86036926,-79.99600468
3104,43.91006541,-79.99947624
3105,43.86135819,-80.0699989
3106,43.87670001,-80.04806201
3107,43.85145782,-80.08839746
3108,43.81960171,-79.96556681
3146,43.75409518,-79.84265995
3151,43.80603791,-79.85149386
3152,43.85750312,-79.92765762
3153,43.86911537,-79.75846617
3188,43.69450586,-79.89119357
3189,43.88843768,-79.81726088
3190,43.86489857,-79.71053172
3191,43.85591344,-79.71824798
3192,43.87920777,-79.72416922
3193,43.89226734,-79.73531199
3194,43.87562384,-79.7425991
3195,43.93530022,-79.77288087
3196,43.74782001,-79.91554061
3197,43.87005679,-79.86674457
3198,43.90406976,-79.83470605
3199,43.96201072,-79.80693594
3323,43.62717673,-79.76283378
3324,43.64588005,-79.74108139
3325,43.65813348,-79.73354694
3326,43.66989969,-79.72429227
3327,43.67769581,-79.71177973
3328,43.68589781,-79.70105594
3329,43.70750988,-79.68064319
3330,43.73815533,-79.64391242
3331,43.73535306,-79.6963548
3332,43.74052268,-79.6796821
3333,43.74325887,-79.66213956
3334,43.75619579,-79.72501385
3335,43.7605198,-79.71078634
3336,43.75544299,-79.65925373
3337,43.79165951,-79.67381647
3338,43.70179419,-79.69957973
3339,43.71149796,-79.68813706
3340,43.68654411,-79.72605715
3341,43.69309001,-79.71187645
3342,43.69721184,-79.73788057
3343,43.70128868,-79.72266686
3344,43.67414793,-79.75020059
3345,43.684897,-79.74611373
3346,43.67618158,-79.78381028
3347,43.68178922,-79.77174717
3348,43.68025869,-79.75833709
3349,43.68875369,-79.76613559
3350,43.69040628,-79.76219612
3351,43.68528526,-79.75441896
3352,43.69191149,-79.7497818
3353,43.64865263,-79.8364901
3354,43.65736996,-79.77942853
3355,43.70828425,-79.7259363
3356,43.71003335,-79.70965759
3357,43.71770393,-79.71983842
3358,43.72727421,-79.70862749
3359,43.68447613,-79.78696872
3360,43.70068646,-79.76800704
3361,43.70968099,-79.75760184
3362,43.71337545,-79.7442854
3363,43.72453519,-79.72950418
3364,43.7342069,-79.71853963
3365,43.66542596,-79.76949419
3366,43.65720762,-79.75534888
3367,43.66737921,-79.74107782
3368,43.67644475,-79.73527357
3369,43.68723583,-79.79762999
3370,43.70725653,-79.77674214
3371,43.71680876,-79.76530292
3372,43.72510008,-79.75365984
3373,43.73467738,-79.74263254
3374,43.74682345,-79.73559494
3375,43.68582183,-79.82232737
3376,43.69650808,-79.81024164
3377,43.71426164,-79.79321379
3378,43.72719717,-79.77840722
3379,43.74633698,-79.77927739
3380,43.7546576,-79.76973661
3381,43.73436572,-79.82032967
3382,43.74466733,-79.79410595
3383,43.70415077,-79.80238623
3384,43.7222791,-79.82725437
3385,43.76442723,-79.75966146
3386,43.77311695,-79.74652281
3387,43.78757996,-79.71920318
3417,43.73588843,-79.76644659
3418,43.74463671,-79.7564833
3419,43.75473273,-79.74598902
3420,43.76260933,-79.73462996
3421,43.74375712,-79.7079923
3422,43.75325061,-79.69671546
3423,43.72529293,-79.68314976
3424,43.69632094,-79.69240041
3425,43.69971858,-79.78465294
3426,43.62255299,-79.80553543
3427,43.6486412,-79.78947224
3428,43.63851828,-79.8296682
3429,43.66864183,-79.79580748
3430,43.65749422,-79.80497313
3431,43.66711542,-79.8183258
3432,43.69163606,-79.85126108
3433,43.67580384,-79.87758273
3434,43.69734447,-79.83499149
3435,43.70530371,-79.84608714
3436,43.70633896,-79.82371959
3437,43.71498604,-79.83531714
3438,43.75563264,-79.78971656
3439,43.76333843,-79.78170551
3440,43.77331459,-79.77145654
3441,43.78282792,-79.76055639
3442,43.791813,-79.74889469
3443,43.80609511,-79.73270719
3444,43.82999975,-79.70581671
3445,43.8105193,-79.70322567
3447,43.77935079,-79.73779174
3448,43.77538764,-79.70000708
3449,43.76458484,-79.68931564
3450,43.60969114,-79.78778468
3451,43.66973048,-79.86719476
3452,43.65898595,-79.85568773
3453,43.68568714,-79.86677967
3454,43.6763424,-79.85300209
3455,43.66570315,-79.84118933
3456,43.67969788,-79.8354484
3457,43.67090945,-79.83037558
3458,43.7138648,-79.8160376
3459,43.7293073,-79.82484302
3460,43.73801756,-79.80041127
3461,43.71933928,-79.81118813
3462,43.70938221,-79.79760436
3463,43.67477631,-79.82198359
3464,43.72392387,-79.80615041
3465,43.7366304,-79.81195628
3466,43.72904241,-79.80154452
3467,43.71875163,-79.78763788
3468,43.77170509,-79.724204
3469,43.78281683,-79.73026026
3470,43.80187316,-79.71463125
3471,43.79166651,-79.70172161
3472,43.82041473,-79.71663057
3473,43.8006292,-79.68982095
3474,43.83896145,-79.69661171
3475,43.8220963,-79.69116472
3476,43.80895552,-79.67912873
3477,43.65370684,-79.82225668
3478,43.6427791,-79.81159829
3479,43.63177983,-79.7940018
3480,43.61798598,-79.77423975
3481,43.63845937,-79.78021037
3482,43.68073626,-79.80890616
3483,43.67368779,-79.81039441
3484,43.64691709,-79.76743262
3485,43.6362119,-79.7514881
3486,43.69462612,-79.78964634
3487,43.68805586,-79.77856075
3488,43.67391689,-79.76073869
3489,43.66924919,-79.75519378
3490,43.67594381,-79.76557317
3491,43.69401167,-79.77572962
3492,43.68473229,-79.76402419
3493,43.65111483,-79.72488831
3494,43.66256265,-79.74633573
3495,43.66095057,-79.72054557
3496,43.70451184,-79.74918848
3497,43.69371012,-79.75286625
3498,43.66172991,-79.71167016
3499,43.70026313,-79.745356
3500,43.71757702,-79.73842514
3501,43.66913532,-79.70224733
3502,43.67923318,-79.69137645
3503,43.69150459,-79.68481667
3504,43.70276658,-79.69075717
3505,43.74157275,-79.72862078
3506,43.71571582,-79.69677973
3507,43.7007038,-79.67898804
3508,43.71601828,-79.67039426
3509,43.75139862,-79.71788827
3510,43.7107264,-79.73393766
3511,43.72213824,-79.7004806
3512,43.76684193,-79.70891724
3513,43.73053426,-79.66649635
3514,43.72542364,-79.65961638
3515,43.69593197,-79.75920868
3516,43.78181003,-79.68737533
3517,43.77147367,-79.67486816
3518,43.77927721,-79.66383968
3519,43.76954717,-79.65944597
3520,43.68950765,-79.76956804
3601,43.55570266,-79.71486205
3602,43.56171517,-79.72273285
3603,43.56905928,-79.70691479
3604,43.58445895,-79.70256974
3605,43.65414283,-79.61067479
3606,43.60227949,-79.67729259
3607,43.59990867,-79.68568787
3608,43.61596955,-79.68546651
3609,43.63945606,-79.64444733
3610,43.61481997,-79.62050842
3611,43.60347177,-79.73347403
3612,43.59584927,-79.74856526
3613,43.55922289,-79.70329776
3614,43.51123217,-79.65125812
3615,43.56595584,-79.76709764
3616,43.57766864,-79.78321558
3617,43.58903898,-79.79407569
3618,43.61546217,-79.74652815
3619,43.6259332,-79.72623299
3620,43.63758714,-79.7127743
3621,43.65157842,-79.69520595
3622,43.63062788,-79.60460548
3623,43.51973177,-79.63418836
3624,43.67871768,-79.66662258
3625,43.69061196,-79.65246341
3626,43.67189769,-79.68482777
3627,43.70887174,-79.66019204
3628,43.71859729,-79.65111475
3629,43.72907009,-79.6376179
3630,43.72079312,-79.63005269
3631,43.55154859,-79.66554671
3632,43.57202462,-79.60804762
3633,43.51993375,-79.66029116
3634,43.5180874,-79.69963525
3635,43.53260277,-79.71282725
3636,43.53838681,-79.72222792
3637,43.57163117,-79.75368621
3638,43.58322936,-79.76994618
3639,43.49890895,-79.6248292
3640,43.51803016,-79.61342411
3641,43.53922088,-79.59863861
3642,43.56353232,-79.57069275
3643,43.577575,-79.55362955
3644,43.51176614,-79.64144982
3645,43.52785651,-79.63219508
3646,43.54315903,-79.61338855
3647,43.55903341,-79.59770789
3648,43.57027668,-79.58469605
3649,43.58806774,-79.56539253
3650,43.52634149,-79.66927318
3651,43.54100908,-79.6410574
3652,43.56085285,-79.61566395
3653,43.57860357,-79.59546039
3654,43.59639346,-79.57589785
3655,43.5540198,-79.6390301
3656,43.56786548,-79.62244435
3657,43.57467086,-79.61572579
3658,43.59693055,-79.62460688
3659,43.58456225,-79.60328116
3660,43.59860996,-79.58780169
3661,43.61395969,-79.57119244
3662,43.53343462,-79.67959888
3663,43.54476454,-79.67118185
3664,43.55799534,-79.65018633
3665,43.57089669,-79.63341574
3666,43.57765015,-79.62443392
3667,43.58774509,-79.61189868
3668,43.59441263,-79.61205339
3669,43.60542431,-79.59739411
3670,43.62070335,-79.58065531
3671,43.57487056,-79.64656085
3672,43.585235,-79.63318622
3673,43.60185491,-79.61806577
3674,43.61146289,-79.6067532
3675,43.62641806,-79.59129697
3676,43.54549772,-79.69781461
3677,43.55515196,-79.6833057
3678,43.57528037,-79.66392645
3679,43.58777431,-79.65028229
3680,43.60602771,-79.63004442
3681,43.62207408,-79.61332218
3682,43.6374396,-79.59550396
3683,43.55088324,-79.70690592
3684,43.56216382,-79.69384156
3685,43.57755849,-79.67683169
3686,43.59555286,-79.65753099
3687,43.6122364,-79.63903097
3688,43.58673939,-79.68550645
3689,43.60576469,-79.66354518
3690,43.61950454,-79.65248718
3691,43.59678897,-79.69864646
3692,43.61156971,-79.67362396
3693,43.63025664,-79.66419161
3694,43.60866042,-79.71219994
3695,43.62062449,-79.6946351
3696,43.64117502,-79.67706362
3697,43.62722117,-79.69971993
3698,43.6258135,-79.62503858
3699,43.63874871,-79.61051281
3700,43.63212051,-79.63367131
3701,43.64572389,-79.62301603
3702,43.66230519,-79.59805395
3703,43.65058102,-79.65767623
3704,43.66529865,-79.64973257
3705,43.66290241,-79.67417754
3706,43.68486291,-79.67475118
3707,43.69714741,-79.66182387
3708,43.69896747,-79.64041214
3709,43.67737089,-79.61496393
3710,43.69678411,-79.61982447
3711,43.71070201,-79.6255874
3712,43.71198578,-79.64144523
3713,43.65588306,-79.63709315
3714,43.56958143,-79.73364766
3715,43.57913129,-79.71872521
3716,43.5781685,-79.74567196
3717,43.58830879,-79.73389386
3718,43.60086656,-79.7236571
3719,43.59064327,-79.76141587
3720,43.59878976,-79.7709981
3721,43.60714991,-79.76722996
3722,43.6232613,-79.73874658
3723,43.58598942,-79.62612531
3724,43.58872498,-79.62319513
3809,43.55713731,-79.74917663
3810,43.5495432,-79.73856294
3811,43.54246749,-79.7302628
3812,43.52656684,-79.69793272
3813,43.53685625,-79.69297728
3814,43.56157697,-79.66260552
3815,43.60097884,-79.64140468
3816,43.67442069,-79.63938428
3817,43.6018335,-79.78671648
3818,43.60557163,-79.74953498
3819,43.59852159,-79.78310219
3820,43.58327027,-79.75803224
3821,43.60196171,-79.74474103
3822,43.607906,-79.74541186
3823,43.60325734,-79.74061799
